"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"19","DNF","28","Maurice Trintignant","France","Automobiles Bugatti","18","","","","","","","Jul 1, 1956","Reims-Gueux","french-grand-prix",1956
"20","DNF","2","Stirling Moss","Great Britain","Officine Alfieri Maserati","12","","","","","","","Jul 1, 1956","Reims-Gueux","french-grand-prix",1956
"21","DNF","22","Harry Schell","USA","Vandervell Products Ltd","5","","","","","","","Jul 1, 1956","Reims-Gueux","french-grand-prix",1956
"22","DNS","26","Colin Chapman","Great Britain","Vandervell Products Ltd","","","","","","","","Jul 1, 1956","Reims-Gueux","french-grand-prix",1956
"23","1","1","Juan Manuel Fangio","Argentina","Scuderia Ferrari","22","3:38:43.700","","","","9:41.600","14","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"24","2","7","Stirling Moss","Great Britain","Officine Alfieri Maserati","22","3:39:30.100","+ 46.400","+ 46.400","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"25","3","6","Jean Behra","France","Officine Alfieri Maserati","22","3:46:22.000","+ 7:38.300","+ 6:51.900","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"26","4","20","Paco Godia","Spain","Officine Alfieri Maserati","20","","2 Laps","2 Laps","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"27","5","15","Louis Rosier","France","Ecurie Rosier","19","","3 Laps","1 Lap","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"28","DSQ","21","Bruce Halford","Great Britain","B Halford","20","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"29","NCL","22","Ottorino Volonterio","Switzerland","Ottorino Volonterio","16","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"30","DNF","11","Andre Milhoux","Belgium","Equipe Gordini","15","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"31","DNF","5","Alfonso de Portago","Spain","Scuderia Ferrari","14","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"32","DNF","5","Peter Collins","Great Britain","Scuderia Ferrari","14","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"33","DNF","18","Luigi Villoresi","Italy","L Piotti","13","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"34","DNF","12","Harry Schell","USA","Scuderia Centro Sud","13","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"35","DNF","4","Luigi Musso","Italy","Scuderia Ferrari","11","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"36","DNF","4","Eugenio Castellotti","Italy","Scuderia Ferrari","11","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"37","DNF","2","Peter Collins","Great Britain","Scuderia Ferrari","8","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"38","DNF","3","Eugenio Castellotti","Italy","Scuderia Ferrari","5","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"39","DNF","8","Umberto Maglioli","Italy","Officine Alfieri Maserati","3","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"40","DNF","19","Horace Gould","Great Britain","H H Gould","3","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"41","DNF","16","Roy Salvadori","Great Britain","Gilby Engineering","2","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"42","DNF","10","Robert Manzon","France","Equipe Gordini","","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"43","DNF","14","Giorgio Scarlatti","Italy","Scuderia Centro Sud","","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"44","DNS","8","Cesare Perdisa","Italy","Officine Alfieri Maserati","","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"45","DNS","11","Andre Pilette","Belgium","Equipe Gordini","","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"46","DNS","18","Luigi Piotti","Italy","L Piotti","","","","","","","","Aug 5, 1956","Nurburgring","german-grand-prix",1956
"47","1","1","Juan Manuel Fangio","Argentina","Scuderia Ferrari","101","2:59:47.000","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"48","2","4","Alfonso de Portago","Spain","Scuderia Ferrari","100","","1 Lap","1 Lap","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"49","2","4","Peter Collins","Great Britain","Scuderia Ferrari","100","","1 Lap","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"50","3","8","Jean Behra","France","Officine Alfieri Maserati","99","","2 Laps","1 Lap","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"51","4","21","Jack Fairman","Great Britain","Connaught Engineering","98","","3 Laps","1 Lap","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"52","5","31","Horace Gould","Great Britain","H H Gould","97","","4 Laps","1 Lap","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"53","6","11","Luigi Villoresi","Italy","L Piotti","96","","5 Laps","1 Lap","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"54","7","9","Cesare Perdisa","Italy","Officine Alfieri Maserati","95","","6 Laps","1 Lap","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"55","8","10","Paco Godia","Spain","Officine Alfieri Maserati","94","","7 Laps","1 Lap","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"56","9","15","Robert Manzon","France","Equipe Gordini","94","","7 Laps","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"57","10","3","Alfonso de Portago","Spain","Scuderia Ferrari","92","","9 Laps","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"58","10","3","Eugenio Castellotti","Italy","Scuderia Ferrari","92","","9 Laps","2 Laps","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"59","11","26","Bob Gerard","Great Britain","Bob Gerard","88","","13 Laps","4 Laps","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"60","DNF","7","Stirling Moss","Great Britain","Officine Alfieri Maserati","94","","","","","1:43.200","71","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"61","DNF","16","Harry Schell","USA","Vandervell Products Ltd","87","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"62","DNF","20","Desmond Titterington","Great Britain","Connaught Engineering","74","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"63","DNF","17","Maurice Trintignant","France","Vandervell Products Ltd","74","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"64","DNF","14","Nano da Silva Ramos","Brazil","Equipe Gordini","71","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"65","DNF","2","Peter Collins","Great Britain","Scuderia Ferrari","64","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"66","DNF","28","Roy Salvadori","Great Britain","Gilby Engineering","59","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"67","DNF","24","Tony Brooks","Great Britain","Owen Racing Organisation","39","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"68","DNF","23","Mike Hawthorn","Great Britain","Owen Racing Organisation","24","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"69","DNF","27","Louis Rosier","France","Ecurie Rosier","23","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"70","DNF","29","Bruce Halford","Great Britain","B Halford","22","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"71","DNF","12","Umberto Maglioli","Italy","Scuderia Guastalla","21","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"72","DNF","19","Archie Scott Brown","Great Britain","Connaught Engineering","16","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"73","DNF","32","Paul Emery","Great Britain","Emeryson Cars","12","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"74","DNF","30","Jack Brabham","Australia","J A Brabham","3","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"75","DNF","25","Ron Flockhart","Great Britain","Owen Racing Organisation","2","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"76","DNF","18","Jose Froilan Gonzalez","Argentina","Vandervell Products Ltd","","","","","","","","Jul 14, 1956","Silverstone Circuit","british-grand-prix",1956
"77","1","8","Pat Flaherty","USA","John Zink","200","3:53:28.840","","","206.790","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"78","2","4","Sam Hanks","USA","Cars Inc","200","3:53:49.290","+ 20.450","+ 20.450","206.480","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"79","3","16","Don Freeland","USA","Bob Estes","200","3:54:59.070","+ 1:30.230","+ 1:09.780","205.460","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"80","4","98","Johnnie Parsons","USA","J C Agajanian","200","3:56:54.530","+ 3:25.690","+ 1:55.460","203.790","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"81","5","73","Dick Rathmann","USA","Kalamazoo Sports Inc","200","3:57:50.650","+ 4:21.810","+ 56.120","202.990","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"82","6","1","Bob Sweikert","USA","Racing Associates","200","3:59:03.890","+ 5:35.050","+ 1:13.240","201.950","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"83","7","14","Bob Veith","USA","Federal Auto Associates","200","3:59:54.470","+ 6:25.630","+ 50.580","201.250","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"84","8","19","Rodger Ward","USA","Ed Walsh","200","4:00:01.150","+ 6:32.310","+ 6.680","201.150","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"85","9","26","Jimmy Reece","USA","Joseph Massaglia Jr","200","4:00:07.150","+ 6:38.310","+ 6.000","201.070","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"86","10","27","Cliff Griffith","USA","Jim Robbins","199","","1 Lap","1 Lap","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"87","11","82","Gene Hartley","USA","Pete Salemi","196","","4 Laps","3 Laps","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"88","12","42","Fred Agabashian","USA","Federal Auto Associates","196","","4 Laps","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"89","13","57","Bob Christie","USA","H H Johnson","196","","4 Laps","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"90","14","55","Al Keller","USA","Samuel W Traylor III","195","","5 Laps","1 Lap","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"91","15","81","Eddie Johnson","USA","Pete Salemi","195","","5 Laps","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"92","16","41","Billy Garrett","USA","E R Casale","194","","6 Laps","1 Lap","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"93","17","64","Duke Dinsmore","USA","Shannon Bros","191","","9 Laps","3 Laps","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"94","18","7","Pat O'Connor","USA","Ansted Rotary Corp","187","","13 Laps","4 Laps","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"95","19","2","Jimmy Bryan","USA","Dean Van Lines","185","","15 Laps","2 Laps","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"96","DNF","24","Jim Rathmann","USA","Lindsey Hopkins","175","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"97","DNF","34","Johnnie Tolan","USA","Carl L Anderson","173","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"98","DNF","10","Ed Elisian/Eddie Russo/","USA","Fred Somers","160","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"99","DNF","99","Tony Bettenhausen","USA","Murrell Belanger","160","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"100","DNF","48","Jimmy Daywalt","USA","Chapman S Root","134","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"101","DNF","54","Jack Turner","USA","Ernest L Ruiz","131","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"102","DNF","89","Keith Andrews","USA","Harry Dunn","94","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"103","DNF","5","Andy Linden","USA","H A Chapman","90","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"104","DNF","12","Al Herman","USA","Pat Clancy","74","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"105","DNF","49","Ray Crawford","USA","Ray Crawford","49","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"106","DNF","15","Johnny Boyd","USA","George Bignotti","35","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"107","DNF","53","Troy Ruttman","USA","John Zink","22","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"108","DNF","88","Johnny Thomson","USA","Peter Schmidt","22","","","","","","","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"109","DNF","29","Paul Russo","USA","Novi Racing Corp","21","","","","","1:02.320","19","May 30, 1956","Indianapolis Motor Speedway","indianapolis-500",1956
"110","1","34","Luigi Musso/Juan Manuel Fangio/","Italy","Scuderia Ferrari","98","3:00:03.700","","","127.761","1:45.300","42","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"111","2","4","Jean Behra","France","Officine Alfieri Maserati","98","3:00:28.100","+ 24.400","+ 24.400","127.473","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"112","3","14","Mike Hawthorn","Great Britain","Owen Racing Organisation","96","3:01:26.200","2 Laps","2 Laps","124.205","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"113","4","10","Chico Landi/Gerino Gerini/","Brazil","Officine Alfieri Maserati","92","3:01:43.600","6 Laps","4 Laps","118.840","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"114","5","38","Olivier Gendebien","Belgium","Scuderia Ferrari","91","3:02:32.500","7 Laps","1 Lap","117.023","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"115","6","18","Alberto Uria/Óscar González/","Uruguay","A Uria","88","3:01:27.400","10 Laps","3 Laps","113.842","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"116","DNF","2","Stirling Moss","Great Britain","Officine Alfieri Maserati","81","","","","","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"117","DNF","36","Peter Collins","Great Britain","Scuderia Ferrari","58","","","","","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"118","DNF","8","Luigi Piotti","Italy","Officine Alfieri Maserati","57","","","","","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"119","DNF","6","Carlos Menditeguy","Argentina","Officine Alfieri Maserati","42","","","","","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"120","DNF","32","Eugenio Castellotti","Italy","Scuderia Ferrari","40","","","","","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"121","DNF","12","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","24","","","","","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"122","DNF","30","Juan Manuel Fangio","Argentina","Scuderia Ferrari","22","","","","","","","Jan 22, 1956","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1956
"123","1","36","Stirling Moss","Great Britain","Officine Alfieri Maserati","50","2:23:41.300","","","208.785","2:45.500","47","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"124","2","26","Peter Collins/Juan Manuel Fangio/","Great Britain","Scuderia Ferrari","50","2:23:47.000","+ 5.700","+ 5.700","208.647","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"125","3","4","Ron Flockhart","Great Britain","Connaught Engineering","49","2:25:20.900","1 Lap","1 Lap","202.272","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"126","4","38","Paco Godia","Spain","Officine Alfieri Maserati","49","2:26:20.200","1 Lap","+ 59.300","200.906","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"127","5","6","Jack Fairman","Great Britain","Connaught Engineering","47","2:23:53.200","3 Laps","2 Laps","195.987","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"128","6","40","Luigi Piotti","Italy","L Piotti","47","2:26:23.200","3 Laps","+ 2:30.000","192.640","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"129","7","14","Emmanuel de Graffenried","Switzerland","Scuderia Centro Sud","46","2:25:18.300","4 Laps","1 Lap","189.945","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"130","8","22","Juan Manuel Fangio/Eugenio Castellotti/","Argentina","Scuderia Ferrari","46","2:25:41.400","4 Laps","+ 23.100","189.443","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"131","9","12","Andre Simon","France","Equipe Gordini","45","2:25:42.300","5 Laps","1 Lap","185.305","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"132","10","42","Gerino Gerini","Italy","Scuderia Guastalla","42","2:25:44.400","8 Laps","3 Laps","172.910","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"133","11","44","Roy Salvadori","Great Britain","Gilby Engineering","41","2:24:08.100","9 Laps","1 Lap","170.673","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"134","DNF","28","Luigi Musso","Italy","Scuderia Ferrari","47","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"135","DNF","46","Umberto Maglioli/Jean Behra/","Italy","Officine Alfieri Maserati","42","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"136","DNF","18","Harry Schell","USA","Vandervell Products Ltd","32","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"137","DNF","32","Jean Behra","France","Officine Alfieri Maserati","23","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"138","DNF","48","Bruce Halford","Great Britain","B Halford","16","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"139","DNF","20","Maurice Trintignant","France","Vandervell Products Ltd","13","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"140","DNF","16","Piero Taruffi","Italy","Vandervell Products Ltd","12","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"141","DNF","24","Eugenio Castellotti","Italy","Scuderia Ferrari","9","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"142","DNF","34","Luigi Villoresi/Jo Bonnier/","Italy","Officine Alfieri Maserati","7","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"143","DNF","10","Robert Manzon","France","Equipe Gordini","7","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"144","DNF","30","Alfonso de Portago","Spain","Scuderia Ferrari","6","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"145","DNF","2","Les Leston","Great Britain","Connaught Engineering","6","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"146","DNF","8","Nano da Silva Ramos","Brazil","Equipe Gordini","3","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"147","DNS","50","Wolfgang von Trips","Germany","Scuderia Ferrari","","","","","","","","Sep 2, 1956","Autodromo Nazionale Monza","italian-grand-prix",1956
"148","1","8","Peter Collins","Great Britain","Scuderia Ferrari","36","2:40:00.300","","","190.614","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"149","2","6","Paul Frere","Belgium","Scuderia Ferrari","36","2:41:51.600","+ 1:51.300","+ 1:51.300","188.429","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"150","3","34","Cesare Perdisa/Stirling Moss/","Italy","Officine Alfieri Maserati","36","2:43:16.900","+ 3:16.600","+ 1:25.300","186.788","4:14.700","30","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"151","4","10","Harry Schell","USA","Vandervell Products Ltd","35","","1 Lap","1 Lap","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"152","5","22","Luigi Villoresi","Italy","Scuderia Centro Sud","34","","2 Laps","1 Lap","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"153","6","20","Andre Pilette","Belgium","Scuderia Ferrari","33","","3 Laps","1 Lap","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"154","7","32","Jean Behra","France","Officine Alfieri Maserati","33","","3 Laps","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"155","8","24","Louis Rosier","France","Ecurie Rosier","33","","3 Laps","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"156","DNF","2","Juan Manuel Fangio","Argentina","Scuderia Ferrari","23","","","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"157","DNF","12","Maurice Trintignant","France","Vandervell Products Ltd","11","","","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"158","DNF","30","Stirling Moss","Great Britain","Officine Alfieri Maserati","10","","","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"159","DNF","4","Eugenio Castellotti","Italy","Scuderia Ferrari","10","","","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"160","DNF","28","Piero Scotti","Italy","P Scotti","10","","","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"161","DNF","26","Horace Gould","Great Britain","H H Gould","2","","","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"162","DNF","36","Paco Godia","Spain","Officine Alfieri Maserati","","","","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"163","DNS","38","Mike Hawthorn","Great Britain","Officine Alfieri Maserati","","","","","","","","Jun 3, 1956","Circuit de Spa-Francorchamps","belgian-grand-prix",1956
"164","1","28","Stirling Moss","Great Britain","Officine Alfieri Maserati","100","3:00:32.900","","","104.514","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"165","2","26","Peter Collins/Juan Manuel Fangio/","Great Britain","Scuderia Ferrari","100","3:00:39.000","+ 6.100","+ 6.100","104.456","1:44.400","100","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"166","3","30","Jean Behra","France","Officine Alfieri Maserati","99","3:02:18.700","1 Lap","1 Lap","102.469","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"167","4","20","Juan Manuel Fangio/Eugenio Castellotti/","Argentina","Scuderia Ferrari","94","3:01:07.500","6 Laps","5 Laps","97.931","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"168","5","6","Nano da Silva Ramos","Brazil","Equipe Gordini","93","3:01:06.200","7 Laps","1 Lap","96.901","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"169","6","4","Elie Bayol/Andre Pilette/","France","Equipe Gordini","88","3:01:38.100","12 Laps","5 Laps","91.422","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"170","7","32","Cesare Perdisa","Italy","Officine Alfieri Maserati","86","3:01:54.700","14 Laps","2 Laps","89.209","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"171","8","18","Horace Gould","Great Britain","Goulds' Garage","85","3:02:38.400","15 Laps","1 Lap","87.820","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"172","DNF","2","Robert Manzon","France","Equipe Gordini","90","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"173","DNF","8","Louis Rosier","France","Ecurie Rosier","72","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
